sinp                   lambda3  tanbeta  sinbma       widthA        MA            widthH        MH            FracWA      FracWH
0.2                    8        1        0.99995      2.459131e+01  4.100000e+02  9.785092e-02  2.600000e+02  0.0599788   0.00037635
0.2                    8        1        0.9949874    2.460067e+01  4.100000e+02  1.483279e+00  2.600000e+02  0.0600016   0.00570492
0.2                    8        1        0.979795897  2.463400e+01  4.100000e+02  5.050106e+00  2.600000e+02  0.0600829   0.0194235
0.2                    8        2        0.99995      1.750708e+01  4.100000e+02  1.921135e-01  2.600000e+02  0.0427002   0.000738898
0.2                    8        2        0.9949874    1.833976e+01  4.100000e+02  2.014494e+00  2.600000e+02  0.0447311   0.00774805
0.2                    8        2        0.979795897  1.925667e+01  4.100000e+02  8.764136e+00  2.600000e+02  0.0469675   0.0337082
0.2                    8        3        0.99995      2.063308e+01  4.100000e+02  4.174903e-01  2.600000e+02  0.0503246   0.00160573
0.2                    8        3        0.9949874    2.258779e+01  4.100000e+02  2.660387e+00  2.600000e+02  0.0550922   0.0102323
0.2                    8        3        0.979795897  2.479537e+01  4.100000e+02  1.288719e+01  2.600000e+02  0.0604765   0.0495661
0.2                    8        4        0.99995      2.699053e+01  4.100000e+02  7.444207e-01  2.600000e+02  0.0658306   0.00286316
0.2                    8        4        0.9949874    3.070145e+01  4.100000e+02  3.461598e+00  2.600000e+02  0.0748816   0.0133138
0.2                    8        4        0.979795897  3.508405e+01  4.100000e+02  1.786438e+01  2.600000e+02  0.0855709   0.0687092
0.2                    8        5        0.99995      3.574043e+01  4.100000e+02  1.170184e+00  2.600000e+02  0.0871718   0.00450071
0.2                    8        5        0.9949874    4.209533e+01  4.100000e+02  4.441343e+00  2.600000e+02  0.102672    0.0170821
0.2                    8        5        0.979795897  4.940787e+01  4.100000e+02  2.390359e+01  2.600000e+02  0.120507    0.0919369
0.2                    8        6        0.99995      4.669331e+01  4.100000e+02  1.694928e+00  2.600000e+02  0.113886    0.00651895
0.2                    8        6        0.9949874    5.665583e+01  4.100000e+02  5.618419e+00  2.600000e+02  0.138185    0.0216093
0.2                    8        6        0.979795897  6.882371e+01  4.100000e+02  3.117149e+01  2.600000e+02  0.167863    0.11989
0.2                    8        8        0.99995      7.494199e+01  4.100000e+02  3.044653e+00  2.600000e+02  0.182785    0.0117102
